Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency
12712.0,2473.53,10,2010-12-09 11:39:00,0
12717.0,227.93,1,2010-04-28 14:34:00,225
12720.0,2190.94,5,2010-12-05 15:21:00,4
12721.0,1248.95,2,2010-11-19 15:13:00,20
12724.0,1160.11,3,2010-11-21 13:26:00,18
12725.0,1906.76,3,2010-12-03 15:45:00,6
12726.0,1279.5,4,2010-11-17 16:59:00,22
12727.0,1464.8300000000002,3,2010-09-23 10:45:00,77
12728.0,197.84,1,2010-11-21 11:34:00,18
12730.0,703.25,1,2010-07-06 12:19:00,156
12733.0,2040.07,3,2010-11-15 13:56:00,24
12734.0,493.25,2,2010-11-30 11:05:00,9
12738.0,137.35,1,2010-12-02 18:27:00,7
12739.0,1445.69,1,2010-11-10 14:27:00,29
12741.0,236.07,1,2010-06-24 16:24:00,168
12742.0,1201.52,1,2010-03-24 12:43:00,260
12745.0,723.85,2,2010-08-10 10:14:00,121
12746.0,254.55,1,2010-06-17 10:41:00,175
12749.0,2806.48,4,2010-11-05 13:56:00,34
12751.0,268.27,1,2010-09-21 12:49:00,79
12759.0,3207.3,5,2010-11-18 19:14:00,21
12760.0,317.8,1,2010-09-10 08:50:00,90
12761.0,712.95,1,2010-09-01 10:47:00,99
12763.0,320.08,1,2010-12-05 15:46:00,4
12765.0,1299.58,6,2010-08-24 13:51:00,107
12766.0,2658.65,3,2010-12-08 13:53:00,1
12767.0,949.82,1,2010-11-29 09:38:00,10
12768.0,168.69000000000003,1,2010-09-15 12:08:00,85
12770.0,1895.0,1,2010-09-09 11:43:00,91
12771.0,226.3,1,2010-08-11 11:51:00,120
12773.0,124.25,1,2010-05-24 17:30:00,199
12774.0,83.7,1,2010-06-22 10:38:00,170
12775.0,270.08,2,2010-11-16 15:14:00,23
12776.0,27.5,1,2010-02-10 12:11:00,302
12777.0,519.45,1,2010-09-08 11:35:00,92
12778.0,848.45,3,2010-11-08 10:51:00,31
12779.0,2740.91,7,2010-12-03 13:40:00,6
12780.0,322.4,1,2010-04-20 09:40:00,233
12782.0,1923.32,6,2010-11-30 11:37:00,9
12784.0,1034.33,1,2010-06-28 13:06:00,164
12785.0,648.45,2,2010-06-22 12:16:00,170
12786.0,668.5,1,2010-04-09 12:12:00,244
12787.0,380.52,1,2010-10-22 14:57:00,48
12788.0,384.9,4,2010-09-02 14:21:00,98
12789.0,148.5,2,2010-07-15 12:43:00,147
12790.0,251.92999999999998,1,2010-10-25 13:04:00,45
12791.0,656.83,5,2010-12-01 11:27:00,8
12792.0,370.47,1,2010-06-23 10:49:00,169
12793.0,387.85,2,2010-12-03 15:14:00,6
12796.0,351.0,1,2010-03-21 15:49:00,263
12797.0,468.08000000000004,2,2010-12-09 10:55:00,0
12798.0,1533.8899999999999,1,2010-10-14 12:27:00,56
12799.0,219.35,1,2010-06-28 15:57:00,164
12800.0,500.25,2,2010-08-26 14:11:00,105
12801.0,871.82,1,2010-07-27 09:38:00,135
12802.0,1788.84,4,2010-09-21 15:57:00,79
12803.0,1017.81,1,2010-11-11 14:57:00,28
12804.0,327.02,2,2010-08-31 11:58:00,100
12805.0,1230.95,4,2010-11-23 12:27:00,16
12806.0,2558.96,2,2010-05-16 13:49:00,207
12807.0,250.35,1,2010-11-21 14:21:00,18
12808.0,394.45,3,2010-12-06 10:27:00,3
12809.0,979.03,2,2010-05-23 11:08:00,200
12810.0,534.99,2,2010-06-23 10:53:00,169
12811.0,435.05,2,2010-11-26 09:49:00,13
12813.0,1621.8,3,2010-07-26 09:50:00,136
12817.0,444.94,2,2010-11-05 08:28:00,34
12819.0,540.52,1,2010-09-07 15:20:00,93
12820.0,1747.18,7,2010-11-07 14:26:00,32
12821.0,128.07999999999998,1,2010-04-07 15:14:00,246
12825.0,518.63,2,2010-07-06 13:56:00,156
12826.0,1481.03,6,2010-12-09 15:21:00,0
12829.0,92.30000000000001,1,2010-06-07 15:04:00,185
12831.0,236.06,2,2010-09-02 16:00:00,98
12837.0,554.31,1,2010-05-19 15:10:00,204
12838.0,2715.35,9,2010-12-01 11:57:00,8
12840.0,1315.2,3,2010-09-28 17:58:00,72
12842.0,799.0,2,2010-10-31 10:45:00,39
12844.0,322.64,2,2010-09-23 16:23:00,77
12847.0,765.36,1,2010-11-17 12:44:00,22
12848.0,208.0,1,2010-02-02 12:45:00,310
12849.0,2030.82,4,2010-11-23 11:41:00,16
12850.0,330.0,1,2010-09-20 12:26:00,80
12851.0,148.95,1,2010-08-19 15:13:00,112
12853.0,1950.4,5,2010-10-08 14:51:00,62
12854.0,1669.52,4,2010-05-27 16:54:00,196
12855.0,612.84,4,2010-12-02 09:37:00,7
12857.0,2581.6,4,2010-09-29 16:49:00,71
12858.0,177.92,1,2010-11-21 12:55:00,18
12859.0,575.1,1,2010-09-07 12:20:00,93
12860.0,55.47,1,2010-01-15 15:22:00,328
12861.0,68.25,1,2010-03-30 11:39:00,254
12862.0,1008.3199999999999,2,2010-10-10 11:47:00,60
12863.0,2271.35,5,2010-11-25 17:47:00,14
12864.0,152.45,1,2010-07-19 17:22:00,143
12865.0,1755.24,2,2010-11-26 15:37:00,13
12866.0,593.23,2,2010-08-22 15:48:00,109
12868.0,640.0,3,2010-12-01 12:50:00,8
12869.0,337.66999999999996,1,2010-01-27 12:10:00,316
12870.0,1676.95,3,2010-11-29 13:42:00,10
12871.0,363.38,1,2010-09-26 10:34:00,74
12872.0,3085.52,11,2010-12-09 14:44:00,0
12873.0,1653.3,2,2010-11-07 11:15:00,32
12874.0,873.42,2,2010-11-19 15:23:00,20
12875.0,1013.76,3,2010-08-25 14:35:00,106
12876.0,1698.77,2,2010-11-10 12:21:00,29
12877.0,1419.4,8,2010-11-03 13:53:00,36
12880.0,640.13,2,2010-11-23 10:50:00,16
12887.0,222.4,1,2010-11-21 11:18:00,18
12889.0,385.46000000000004,4,2010-11-23 16:08:00,16
12890.0,336.8,1,2010-11-17 14:06:00,22
12891.0,509.5,8,2010-09-07 15:31:00,93
12892.0,263.38,1,2010-11-08 09:51:00,31
12894.0,157.35,1,2010-05-13 14:47:00,210
12897.0,297.75,2,2010-11-23 13:29:00,16
12898.0,310.96000000000004,2,2010-09-02 08:08:00,98
12899.0,366.4,1,2010-10-22 09:53:00,48
12900.0,340.33,1,2010-10-13 15:17:00,57
12903.0,833.53,1,2010-10-07 12:39:00,63
12905.0,1018.42,2,2010-05-12 10:05:00,211
12907.0,508.91,2,2010-11-09 12:08:00,30
12908.0,1026.0,3,2010-11-24 09:29:00,15
12909.0,924.52,3,2010-10-11 09:44:00,59
12910.0,2721.48,5,2010-11-25 12:27:00,14
12911.0,1680.47,1,2010-06-06 12:13:00,186
12914.0,223.98,1,2010-11-04 12:28:00,35
12915.0,811.1,3,2010-12-02 12:33:00,7
12916.0,1647.87,3,2010-09-23 11:57:00,77
12917.0,3765.2,5,2010-11-04 15:56:00,35
12920.0,323.86,3,2010-05-17 12:57:00,206
12923.0,612.9,2,2010-11-14 13:16:00,25
12924.0,1535.7,8,2010-11-11 15:21:00,28
12925.0,35.28,1,2010-04-26 10:32:00,227
12926.0,1548.08,4,2010-10-24 15:57:00,46
12927.0,197.31,1,2010-11-10 10:02:00,29
12928.0,2242.19,7,2010-11-26 15:53:00,13
12932.0,1698.56,8,2010-06-18 14:22:00,174
12933.0,1079.5,5,2010-11-24 17:11:00,15
12934.0,181.65,1,2009-12-03 10:51:00,371
12935.0,2083.16,8,2010-11-29 13:55:00,10
12937.0,1593.34,5,2010-09-02 16:01:00,98
12941.0,377.49,1,2009-12-15 13:12:00,359
12942.0,258.75,1,2010-12-09 09:34:00,0
12943.0,496.5,2,2010-05-30 13:52:00,193
12945.0,437.16,1,2010-02-21 15:18:00,291
12946.0,324.45,1,2010-09-29 10:14:00,71
12947.0,304.04,1,2010-12-01 16:21:00,8
12948.0,252.48000000000002,2,2009-12-09 11:46:00,365
12951.0,2149.65,9,2010-11-18 12:11:00,21
12953.0,498.96000000000004,1,2010-07-05 13:37:00,157
12954.0,162.45,1,2010-03-11 10:16:00,273
12956.0,413.82,3,2010-01-24 10:33:00,319
12958.0,539.49,2,2010-11-04 16:16:00,35
12959.0,150.95,1,2010-08-12 17:20:00,119
12960.0,1322.07,4,2010-10-22 09:31:00,48
12961.0,211.99,1,2010-11-25 16:44:00,14
12963.0,1744.96,5,2010-12-09 09:14:00,0
12964.0,132.24,1,2010-09-28 17:47:00,72
12967.0,2646.02,2,2010-12-03 09:49:00,6
12969.0,122.45,1,2010-04-16 10:50:00,237
12970.0,1071.67,6,2010-11-24 13:08:00,15
12972.0,1161.2,4,2010-10-22 08:41:00,48
12973.0,385.55,1,2010-10-22 10:14:00,48
12974.0,264.15,1,2010-05-23 11:45:00,200
12975.0,2100.09,6,2010-09-29 09:46:00,71
12976.0,2417.7799999999997,7,2010-11-26 14:51:00,13
12977.0,478.39,3,2010-07-26 12:34:00,136
12978.0,2502.82,5,2010-11-19 14:29:00,20
12979.0,517.7,1,2009-12-10 15:45:00,364
12982.0,2354.27,7,2010-11-10 08:50:00,29
12983.0,490.08000000000004,1,2010-04-20 12:58:00,233
12986.0,2729.84,10,2010-10-07 11:57:00,63
12987.0,753.51,3,2010-10-15 13:48:00,55
12990.0,546.0,4,2010-10-18 08:56:00,52
12991.0,261.06,1,2010-11-15 13:43:00,24
12992.0,93.35000000000001,1,2009-12-14 16:46:00,360
12993.0,844.87,4,2010-09-20 13:09:00,80
12996.0,355.5,1,2010-11-29 09:27:00,10
12997.0,884.02,4,2010-11-10 12:16:00,29
12998.0,920.08,3,2010-08-04 08:05:00,127
13000.0,497.65000000000003,1,2009-12-14 17:03:00,360
13002.0,293.18,2,2010-10-19 12:23:00,51
13005.0,485.98,2,2010-10-04 11:07:00,66
13007.0,175.25,1,2010-05-09 10:38:00,214
13008.0,382.66,2,2010-11-07 10:34:00,32
13009.0,234.0,1,2010-02-05 12:22:00,307
13010.0,330.12,2,2010-11-30 15:09:00,9
13011.0,50.550000000000004,1,2010-12-02 17:22:00,7
13012.0,1310.99,3,2010-10-06 10:40:00,64
13014.0,1914.8,1,2010-10-03 11:35:00,67
13015.0,3240.14,6,2010-09-27 10:39:00,73
13018.0,2485.46,7,2010-10-22 13:11:00,48
13019.0,1229.95,6,2010-11-25 14:56:00,14
13020.0,618.96,2,2010-05-26 11:12:00,197
13021.0,2270.86,8,2010-11-30 13:31:00,9
13022.0,50.3,1,2010-10-06 10:50:00,64
13023.0,651.13,1,2010-06-29 09:52:00,163
13024.0,555.87,2,2010-08-26 09:42:00,105
13025.0,323.39,1,2009-12-08 10:02:00,366
13026.0,757.72,4,2010-08-08 10:43:00,123
13029.0,679.8,2,2010-11-30 08:59:00,9
13030.0,427.74,1,2010-12-06 14:31:00,3
13031.0,3419.27,5,2010-10-28 15:34:00,42
13032.0,1833.37,7,2010-11-12 12:49:00,27
13033.0,30.0,1,2010-10-06 09:37:00,64
13034.0,279.91,2,2010-12-05 14:52:00,4
13035.0,442.32,1,2010-10-04 15:41:00,66
13036.0,307.1,1,2010-01-24 11:35:00,319
13037.0,3033.88,9,2010-11-05 10:39:00,34
13039.0,1010.73,4,2010-05-04 16:45:00,219
13041.0,799.13,4,2010-09-15 11:44:00,85
13042.0,1556.54,3,2010-04-20 13:43:00,233
13045.0,503.64,2,2010-11-03 12:49:00,36
13046.0,319.94,1,2010-09-09 13:09:00,91
13048.0,2248.3,5,2010-09-29 13:49:00,71
13049.0,751.5600000000001,2,2010-11-15 14:44:00,24
13051.0,155.8,2,2010-05-10 09:14:00,213
13052.0,2819.53,6,2010-10-15 14:47:00,55
13053.0,127.65,1,2010-03-28 11:28:00,256
13055.0,1106.7,1,2010-10-06 08:17:00,64
13056.0,209.48,1,2010-06-06 14:10:00,186
13057.0,722.09,3,2010-06-27 15:44:00,165
13059.0,2119.77,9,2010-10-22 16:11:00,48
13063.0,188.4,1,2010-08-16 12:27:00,115
13064.0,561.25,2,2010-06-07 16:28:00,185
13065.0,1055.05,5,2010-12-01 16:52:00,8
13067.0,393.05,2,2010-10-26 12:15:00,44
13070.0,522.9,3,2010-09-06 12:37:00,94
13071.0,129.22,1,2010-04-06 13:37:00,247
13073.0,418.08,2,2010-10-24 14:06:00,46
13074.0,1378.74,4,2010-07-16 16:53:00,146
13076.0,135.4,1,2010-09-08 10:27:00,92
13077.0,2335.4,8,2010-12-08 14:59:00,1
13079.0,199.08,1,2010-10-18 14:15:00,52
13080.0,222.65,3,2010-11-03 14:34:00,36
13083.0,91.67999999999999,1,2010-10-10 13:38:00,60
13084.0,122.39999999999999,1,2010-08-05 08:49:00,126
13085.0,2017.2,6,2010-01-29 11:42:00,314
13086.0,439.33000000000004,1,2010-11-22 10:28:00,17
13087.0,313.64,1,2009-12-13 15:16:00,361
13088.0,236.11,1,2010-10-18 15:35:00,52
13091.0,762.98,1,2009-12-10 12:44:00,364
13092.0,1662.45,7,2010-10-21 13:02:00,49
13094.0,505.8,2,2010-12-06 10:34:00,3
13096.0,419.70000000000005,1,2010-11-10 14:08:00,29
13101.0,594.21,3,2010-07-29 14:45:00,133
13103.0,465.70000000000005,2,2010-09-28 11:48:00,72
13104.0,610.62,3,2010-10-20 14:38:00,50
13105.0,72.0,1,2010-09-29 13:41:00,71
13106.0,526.96,1,2010-10-22 13:10:00,48
13107.0,3721.45,5,2010-10-22 10:35:00,48
13108.0,748.46,2,2010-12-02 10:35:00,7
13109.0,347.49,1,2010-06-06 12:59:00,186
13110.0,1468.8000000000002,5,2010-09-28 15:23:00,72
13111.0,321.88000000000005,1,2009-12-21 09:00:00,353
13112.0,20.6,1,2010-06-16 17:03:00,176
13114.0,234.38,1,2009-12-09 09:56:00,365
13115.0,3199.92,6,2010-11-25 18:49:00,14
13118.0,1217.6,4,2010-11-28 13:53:00,11
13119.0,134.9,1,2010-02-09 08:38:00,303
13123.0,506.75,2,2010-08-24 10:18:00,107
13124.0,916.12,1,2010-11-19 15:50:00,20
13125.0,158.57,1,2010-07-04 11:58:00,158
13126.0,1898.6100000000001,7,2010-12-08 11:43:00,1
13128.0,263.5,1,2010-03-18 15:08:00,266
13129.0,233.25,2,2010-09-13 13:47:00,87
13131.0,2240.47,4,2010-10-17 15:13:00,53
13133.0,90.65,1,2010-09-06 15:30:00,94
13134.0,681.65,2,2010-11-02 13:58:00,37
13135.0,275.45,1,2010-08-05 17:28:00,126
13136.0,3666.9500000000003,8,2010-11-29 12:43:00,10
13138.0,504.85,2,2010-12-02 15:03:00,7
13139.0,3138.04,1,2010-09-28 09:12:00,72
13140.0,791.96,3,2010-12-08 15:12:00,1
13143.0,405.1,1,2010-05-04 12:22:00,219
13144.0,24.4,1,2010-10-04 14:14:00,66
13145.0,805.0,4,2010-12-02 18:06:00,7
13150.0,449.96999999999997,3,2010-08-12 12:59:00,119
13151.0,1312.3700000000001,2,2010-03-24 09:31:00,260
13152.0,2146.38,7,2010-10-18 13:44:00,52
13154.0,1624.84,3,2010-11-05 16:00:00,34
13155.0,778.42,3,2010-12-06 12:44:00,3
13156.0,1586.54,3,2010-11-19 13:09:00,20
13158.0,307.12,1,2010-11-16 17:12:00,23
13161.0,366.13,1,2010-07-27 12:44:00,135
13163.0,17.65,1,2010-04-08 16:21:00,245
13164.0,372.2,2,2010-05-19 13:52:00,204
13165.0,429.68,1,2010-10-22 17:04:00,48
13166.0,466.98,1,2010-10-21 14:29:00,49
13167.0,333.82,1,2010-11-14 12:58:00,25
13168.0,556.12,1,2010-06-15 15:00:00,177
13169.0,127.2,1,2010-05-26 15:58:00,197
13172.0,69.6,1,2010-11-04 15:10:00,35
13173.0,2275.7,10,2010-12-07 14:30:00,2
13175.0,831.45,2,2010-05-06 13:13:00,217
13177.0,229.75,1,2010-10-05 10:35:00,65
13179.0,572.3100000000001,1,2010-03-31 11:40:00,253
13180.0,86.10000000000001,1,2010-04-11 13:37:00,242
13181.0,359.69,1,2010-11-23 15:05:00,16
13183.0,3078.4,6,2010-11-10 13:49:00,29
13187.0,111.99,3,2010-03-25 19:06:00,259
13190.0,570.66,3,2010-06-13 15:47:00,179
13191.0,159.21,1,2010-02-19 17:02:00,293
13192.0,1646.6399999999999,4,2010-06-22 09:52:00,170
13194.0,412.08,1,2010-10-14 11:54:00,56
13195.0,172.38,1,2010-10-21 13:07:00,49
13196.0,1271.06,3,2010-09-22 14:01:00,78
13197.0,373.01000000000005,1,2010-04-09 09:14:00,244
13198.0,1572.99,2,2010-11-17 14:25:00,22
13201.0,1240.6100000000001,4,2010-07-25 14:30:00,137
13202.0,1580.3,7,2010-11-10 16:24:00,29
13203.0,1778.79,6,2010-11-18 10:08:00,21
13204.0,966.6600000000001,1,2009-12-08 14:56:00,366
13205.0,2803.2,1,2010-09-22 16:26:00,78
13207.0,285.6,2,2010-09-14 15:44:00,86
13208.0,764.6,3,2010-09-16 19:43:00,84
13209.0,2617.9,5,2010-07-13 15:50:00,149
13211.0,1531.9,7,2010-11-23 15:17:00,16
13213.0,2330.94,6,2010-11-21 14:34:00,18
13214.0,3264.23,7,2010-10-18 10:00:00,52
13215.0,81.6,1,2010-11-02 18:26:00,37
13217.0,132.5,1,2010-02-22 12:49:00,290
13219.0,76.23,1,2010-03-31 14:18:00,253
13220.0,516.8,1,2010-05-13 10:35:00,210
13222.0,88.5,1,2010-05-11 13:54:00,212
13223.0,805.9200000000001,4,2010-10-12 11:07:00,58
13226.0,204.25,1,2010-11-11 13:46:00,28
13233.0,571.34,2,2010-10-15 11:49:00,55
13234.0,356.95,2,2010-02-05 11:41:00,307
13237.0,643.0,1,2010-11-17 10:07:00,22
13238.0,305.9,2,2010-10-05 12:38:00,65
13239.0,1265.1299999999999,4,2010-09-28 17:21:00,72
13240.0,1069.42,5,2010-12-09 12:49:00,0
