Customer ID,MonetaryValue,Frequency,Recency,Cluster
12576.0,746.89,3,28,1
12577.0,990.5,5,17,3
12578.0,1623.94,2,21,3
12580.0,583.1999999999999,1,212,0
12582.0,1469.04,2,58,3
12586.0,1865.73,3,10,3
12588.0,543.88,2,35,1
12589.0,2720.23,4,57,2
12591.0,746.1,2,26,1
12592.0,1322.04,2,155,3
12594.0,1681.89,5,14,3
12595.0,281.02,1,140,1
12598.0,1385.01,3,99,3
12599.0,1138.14,6,17,3
12600.0,2133.31,11,7,2
12601.0,86.2,1,40,1
12605.0,1124.95,3,12,3
12608.0,415.79,1,40,1
12609.0,2057.01,6,10,2
12613.0,3184.9900000000002,5,24,2
12615.0,3269.79,4,49,2
12616.0,381.8,1,24,1
12619.0,140.14,1,196,0
12623.0,3046.7400000000002,6,52,2
12625.0,2265.06,2,145,3
12629.0,1198.22,2,21,3
12631.0,2841.07,5,92,2
12632.0,714.88,2,156,0
12633.0,3226.18,3,18,2
12634.0,360.0,1,184,0
12635.0,1115.23,2,28,3
12637.0,2280.91,4,14,3
12638.0,169.8,1,275,0
12639.0,706.27,2,70,1
12644.0,1422.58,3,66,3
12645.0,1584.1200000000001,4,45,3
12648.0,738.95,3,73,1
12649.0,1527.1399999999999,5,18,3
12651.0,263.75,3,14,1
12652.0,97.05000000000001,1,70,1
12653.0,1950.98,1,162,3
12655.0,243.35000000000002,1,59,1
12656.0,2104.66,3,61,3
12661.0,162.0,1,72,1
12662.0,2830.2400000000002,10,9,2
12663.0,185.4,2,260,0
12664.0,1028.16,2,150,1
12665.0,214.6,2,53,1
12666.0,1248.42,1,30,1
12670.0,692.24,2,21,1
12671.0,2622.481,1,242,0
12672.0,181.15,1,231,0
12673.0,565.5,1,37,1
12675.0,873.25,2,189,0
12676.0,1241.7,4,44,3
12677.0,359.1,2,191,0
12686.0,71.14,1,7,1
12687.0,1858.91,1,116,3
12691.0,116.6,1,56,1
12692.0,110.95,1,273,0
12693.0,703.11,3,32,1
12694.0,901.68,1,57,1
12695.0,789.02,3,164,0
12696.0,731.91,2,70,1
12698.0,285.75,1,226,0
12699.0,566.11,1,53,1
12701.0,1522.7,4,165,3
12703.0,632.98,3,269,0
12708.0,2295.19,9,4,2
12711.0,1213.05,2,247,0
12712.0,2473.53,10,1,2
12717.0,227.93,1,226,0
12720.0,2190.94,5,5,2
12721.0,1248.95,2,21,3
12724.0,1160.11,3,19,3
12725.0,1906.76,3,7,3
12726.0,1279.5,4,23,3
12727.0,1464.8300000000002,3,78,3
12728.0,197.84,1,19,1
12730.0,703.25,1,157,0
12733.0,2040.07,3,25,3
12734.0,493.25,2,10,1
12738.0,137.35,1,8,1
12739.0,1445.69,1,30,3
12741.0,236.07,1,169,0
12742.0,1201.52,1,261,0
12745.0,723.85,2,122,1
12746.0,254.55,1,176,0
12749.0,2806.48,4,35,2
12751.0,268.27,1,80,1
12759.0,3207.3,5,22,2
12760.0,317.8,1,91,1
12761.0,712.95,1,100,1
12763.0,320.08,1,5,1
12765.0,1299.58,6,108,3
12766.0,2658.65,3,2,3
12767.0,949.82,1,11,1
12768.0,168.69000000000003,1,86,1
12770.0,1895.0,1,92,3
12771.0,226.3,1,121,1
12773.0,124.25,1,200,0
12774.0,83.7,1,171,0
12775.0,270.08,2,24,1
12776.0,27.5,1,303,0
12777.0,519.45,1,93,1
12778.0,848.45,3,32,3
12779.0,2740.91,7,7,2
12780.0,322.4,1,234,0
12782.0,1923.32,6,10,2
12784.0,1034.33,1,165,0
12785.0,648.45,2,171,0
12786.0,668.5,1,245,0
12787.0,380.52,1,49,1
12788.0,384.9,4,99,1
12789.0,148.5,2,148,1
12790.0,251.92999999999998,1,46,1
12791.0,656.83,5,9,3
12792.0,370.47,1,170,0
12793.0,387.85,2,7,1
12796.0,351.0,1,264,0
12797.0,468.08000000000004,2,1,1
12798.0,1533.8899999999999,1,57,3
12799.0,219.35,1,165,0
12800.0,500.25,2,106,1
12801.0,871.82,1,136,1
12802.0,1788.84,4,80,3
12803.0,1017.81,1,29,1
12804.0,325.37,2,101,1
12805.0,1230.95,4,17,3
12806.0,2558.96,2,208,3
12807.0,250.35,1,19,1
12808.0,394.45,3,4,1
12809.0,979.03,2,201,0
12810.0,534.99,2,170,0
12811.0,435.05,2,14,1
12813.0,1621.8,3,137,3
12817.0,444.94,2,35,1
12819.0,540.52,1,94,1
12820.0,1747.18,7,33,2
12821.0,128.07999999999998,1,247,0
12825.0,518.63,2,157,0
12826.0,1481.03,6,1,3
12829.0,92.30000000000001,1,186,0
12831.0,236.06,2,99,1
12837.0,528.5600000000001,1,205,0
12838.0,2694.75,9,9,2
12840.0,1315.2,3,73,3
12842.0,799.0,2,40,1
12844.0,322.64,2,78,1
12847.0,765.36,1,23,1
12848.0,208.0,1,311,0
12849.0,2023.33,4,17,3
12850.0,330.0,1,81,1
12851.0,148.95,1,113,1
12853.0,1950.4,5,63,3
12854.0,1654.72,4,197,3
12855.0,612.84,4,8,3
12857.0,2581.6,4,72,2
12858.0,147.27,1,19,1
12859.0,575.1,1,94,1
12860.0,54.22,1,329,0
12861.0,68.25,1,255,0
12862.0,984.62,2,61,1
12863.0,2271.35,5,15,2
12864.0,152.45,1,144,1
12865.0,1755.24,2,14,3
12866.0,593.23,2,110,1
12868.0,640.0,3,9,1
12869.0,337.66999999999996,1,317,0
12870.0,1676.95,3,11,3
12871.0,363.38,1,75,1
12872.0,3062.52,11,1,2
12873.0,1653.3,2,33,3
12874.0,873.42,2,21,1
12875.0,1013.76,3,107,3
12876.0,1698.77,2,30,3
12877.0,1406.3700000000001,8,37,2
12880.0,640.13,2,17,1
12887.0,222.4,1,19,1
12889.0,385.46000000000004,4,17,1
12890.0,329.3,1,23,1
12891.0,509.5,8,94,3
12892.0,263.38,1,32,1
12894.0,157.35,1,211,0
12897.0,297.75,2,17,1
12898.0,296.21000000000004,2,99,1
12899.0,366.4,1,49,1
12900.0,340.33,1,58,1
12903.0,833.53,1,64,1
12905.0,1018.42,2,212,0
12907.0,508.91,2,31,1
12908.0,1026.0,3,16,3
12909.0,924.52,3,60,3
12910.0,2721.48,5,15,2
12911.0,1651.72,1,187,0
12914.0,223.98,1,36,1
12915.0,811.1,3,8,3
12916.0,1534.78,3,78,3
12917.0,3765.2,5,36,2
12920.0,323.86,3,207,0
12923.0,597.6,2,26,1
12924.0,1535.7,8,29,2
12925.0,35.28,1,228,0
12926.0,1523.59,4,47,3
12927.0,197.31,1,30,1
12928.0,2242.19,7,14,2
12932.0,1698.56,8,175,2
12933.0,1029.1,5,16,3
12934.0,181.65,1,372,0
12935.0,2083.16,8,11,2
12937.0,1593.34,5,99,3
12941.0,377.49,1,360,0
12942.0,258.75,1,1,1
12943.0,496.5,2,194,0
12945.0,437.16,1,292,0
12946.0,324.45,1,72,1
12947.0,304.04,1,9,1
12948.0,252.48000000000002,2,366,0
12951.0,2149.65,9,22,2
12953.0,498.96000000000004,1,158,0
12954.0,162.45,1,274,0
12956.0,413.82,3,320,0
12958.0,467.34,2,36,1
12959.0,150.95,1,120,1
12960.0,1322.07,4,49,3
12961.0,211.99,1,15,1
12963.0,1744.96,5,1,3
12964.0,132.24,1,73,1
12967.0,2646.02,2,7,3
12969.0,122.45,1,238,0
12970.0,1047.07,6,16,3
12972.0,1161.2,4,49,3
12973.0,385.55,1,49,1
12974.0,264.15,1,201,0
12975.0,2100.09,6,72,2
12976.0,2417.7799999999997,7,14,2
12977.0,474.64,3,137,1
12978.0,2502.82,5,21,2
12979.0,517.7,1,365,0
12982.0,2354.27,7,30,2
12983.0,490.08000000000004,1,234,0
12986.0,2729.84,10,64,2
12987.0,753.51,3,56,1
12990.0,546.0,4,53,3
12991.0,261.06,1,25,1
12992.0,93.35000000000001,1,361,0
12993.0,844.87,4,81,3
12996.0,355.5,1,11,1
12997.0,884.02,4,30,3
12998.0,920.08,3,128,3
13000.0,497.65000000000003,1,361,0
13002.0,293.18,2,52,1
13005.0,485.98,2,67,1
13007.0,175.25,1,215,0
13008.0,382.66,2,33,1
13009.0,234.0,1,308,0
13010.0,330.12,2,10,1
13011.0,50.550000000000004,1,8,1
13012.0,1310.99,3,65,3
13014.0,1914.8,1,68,3
13015.0,3240.14,6,74,2
13018.0,2485.46,7,49,2
13019.0,1229.95,6,15,3
13020.0,618.96,2,198,0
13021.0,2270.86,8,10,2
13022.0,50.3,1,65,1
13023.0,651.13,1,164,0
13024.0,555.87,2,106,1
13025.0,323.39,1,367,0
13026.0,757.72,4,124,3
13029.0,679.8,2,10,1
13030.0,402.36,1,4,1
13031.0,3292.84,5,43,2
13032.0,1805.78,7,28,2
13033.0,30.0,1,65,1
13034.0,279.91,2,5,1
13035.0,442.32,1,67,1
13036.0,307.1,1,320,0
13037.0,3033.88,9,35,2
13039.0,1010.73,4,220,0
13041.0,799.13,4,86,3
13042.0,1488.59,3,234,0
13045.0,503.64,2,37,1
13046.0,319.94,1,92,1
13048.0,2229.72,5,72,2
13049.0,751.5600000000001,2,25,1
13051.0,155.8,2,214,0
13052.0,2770.33,6,56,2
13053.0,127.65,1,257,0
13055.0,1106.7,1,65,1
13056.0,209.48,1,187,0
13057.0,709.59,3,166,0
13059.0,2108.37,9,49,2
13063.0,188.4,1,116,1
13064.0,561.25,2,186,0
13065.0,1055.05,5,9,3
13067.0,393.05,2,45,1
13070.0,522.9,3,95,1
13071.0,129.22,1,248,0
13073.0,418.08,2,47,1
13074.0,1378.74,4,147,3
13076.0,135.4,1,93,1
13077.0,2326.35,8,2,2
13079.0,199.08,1,53,1
13080.0,222.65,3,37,1
13083.0,91.67999999999999,1,61,1
13084.0,122.39999999999999,1,127,1
13085.0,2017.2,6,315,0
13086.0,439.33000000000004,1,18,1
13087.0,313.64,1,362,0
13088.0,236.11,1,53,1
13091.0,762.98,1,365,0
13092.0,1662.45,7,50,2
13094.0,505.8,2,4,1
13096.0,419.70000000000005,1,30,1
13101.0,594.21,3,134,1
13103.0,465.70000000000005,2,73,1
13104.0,610.62,3,51,1
13105.0,72.0,1,72,1
13106.0,526.96,1,49,1
13107.0,3721.45,5,49,2
13108.0,748.46,2,8,1
13109.0,347.49,1,187,0
13110.0,1468.8000000000002,5,73,3
13111.0,321.88000000000005,1,354,0
13112.0,20.6,1,177,0
13114.0,234.38,1,366,0
13115.0,3199.92,6,15,2
13118.0,1217.6,4,12,3
13119.0,134.9,1,304,0
13123.0,506.75,2,108,1
13124.0,885.33,1,21,1
13125.0,148.62,1,159,0
13126.0,1898.6100000000001,7,2,2
13128.0,263.5,1,267,0
13129.0,233.25,2,88,1
13131.0,2240.47,4,54,3
13133.0,90.65,1,95,1
13134.0,681.65,2,38,1
13135.0,275.45,1,127,1
13136.0,3666.9500000000003,8,11,2
13138.0,504.85,2,8,1
13139.0,3138.04,1,73,3
13140.0,790.71,3,2,3
13143.0,405.1,1,220,0
13144.0,24.4,1,67,1
13145.0,805.0,4,8,3
13150.0,449.96999999999997,3,120,1
13151.0,1196.84,2,261,0
13152.0,2146.38,7,53,2
13154.0,1624.84,3,35,3
13155.0,778.42,3,4,3
13156.0,1586.54,3,21,3
13158.0,307.12,1,24,1
13161.0,359.38,1,136,1
13163.0,17.65,1,246,0
13164.0,372.2,2,205,0
13165.0,429.68,1,49,1
13166.0,458.73,1,50,1
13167.0,333.82,1,26,1
13168.0,541.14,1,178,0
13169.0,127.2,1,198,0
13172.0,69.6,1,36,1
13173.0,2202.11,10,3,2
13175.0,831.45,2,218,0
13177.0,229.75,1,66,1
13179.0,572.3100000000001,1,254,0
13180.0,86.10000000000001,1,243,0
13181.0,359.69,1,17,1
13183.0,3078.4,6,30,2
13187.0,92.34,3,260,0
13190.0,570.66,3,180,0
13191.0,159.21,1,294,0
13192.0,1646.6399999999999,4,171,3
13194.0,412.08,1,57,1
13195.0,136.73,1,50,1
13196.0,1271.06,3,79,3
13197.0,373.01000000000005,1,245,0
13198.0,1572.99,2,23,3
13201.0,1233.06,4,138,3
13202.0,1580.3,7,30,2
13203.0,1778.79,6,22,2
13204.0,966.6600000000001,1,367,0
13205.0,2803.2,1,79,3
13207.0,285.6,2,87,1
13208.0,758.65,3,85,1
13209.0,2617.9,5,150,2
13211.0,1523.35,7,17,2
13213.0,2330.94,6,19,2
13214.0,3264.23,7,53,2
13215.0,81.6,1,38,1
13217.0,132.5,1,291,0
13219.0,76.23,1,254,0
13220.0,516.8,1,211,0
13222.0,88.5,1,213,0
13223.0,805.9200000000001,4,59,3
13226.0,204.25,1,29,1
13233.0,571.34,2,56,1
13234.0,346.5,2,308,0
13237.0,643.0,1,23,1
13238.0,305.9,2,66,1
13239.0,1265.1299999999999,4,73,3
13240.0,1030.76,5,1,3
13241.0,112.53,1,47,1
13242.0,429.0,4,87,1
13243.0,635.26,4,85,3
13245.0,558.72,1,68,1
13246.0,1390.23,5,29,3
13249.0,897.52,6,37,3
13250.0,253.09,2,96,1
13251.0,252.68,1,38,1
13252.0,399.3,2,30,1
13253.0,1920.71,2,66,3
13254.0,51.410000000000004,1,12,1
13255.0,504.95,2,9,1
13257.0,149.75,1,72,1
13258.0,336.59999999999997,2,15,1
13259.0,1115.61,8,33,2
13262.0,373.16,2,25,1
13263.0,1239.27,4,29,3
13264.0,722.5600000000001,1,78,1
13266.0,2300.78,7,49,2
13270.0,590.0,1,2,1
13274.0,360.85,1,45,1
13275.0,238.86,2,19,1
13276.0,1300.98,3,33,3
13277.0,264.9,3,16,1
13278.0,882.62,3,35,3
13280.0,1494.87,4,15,3
13281.0,350.85,1,75,1
13282.0,181.05,1,42,1
13283.0,279.7,2,203,0
13285.0,655.47,2,236,0
13286.0,734.91,1,236,0
13287.0,781.59,3,239,0
13288.0,927.61,5,79,3
13289.0,307.95,1,359,0
13291.0,2909.68,10,50,2
13292.0,415.57,3,51,1
13293.0,1192.94,6,28,3
13294.0,815.79,1,282,0
13295.0,900.77,3,12,3
13296.0,705.11,5,59,3
13297.0,2278.77,3,21,3
13299.0,1076.2,2,59,1
13300.0,913.62,2,24,1
13302.0,95.45,1,162,0
13303.0,61.72,1,36,1
13304.0,917.57,3,91,3
13305.0,1751.75,7,8,2
13306.0,53.65,1,66,1
13307.0,258.34,2,123,1
13308.0,284.86,1,232,0
13309.0,249.58,1,28,1
13310.0,409.17,2,16,1
13312.0,124.75,1,87,1
13313.0,1890.0,7,115,2
13315.0,310.26,1,325,0
13320.0,679.4,2,70,1
13324.0,3391.52,8,64,2
13326.0,281.76,1,68,1
13330.0,1655.17,3,91,3
13331.0,262.4,1,37,1
13333.0,1015.74,3,47,3
13334.0,2699.48,2,172,3
13337.0,1575.26,1,182,0
13338.0,1908.6,3,177,3
13346.0,299.4,6,98,3
13357.0,3185.61,4,130,2
13359.0,553.75,1,39,1
13360.0,1503.65,4,67,3
13361.0,1450.5,2,108,3
13362.0,2303.33,3,14,3
13363.0,731.36,1,45,1
13367.0,460.20000000000005,1,67,1
13368.0,448.1,2,50,1
13369.0,258.28000000000003,1,1,1
13370.0,754.87,1,7,1
13371.0,2297.66,2,141,3
13374.0,372.8,2,50,1
13375.0,1013.58,1,80,1
13377.0,1452.88,2,32,3
13380.0,62.4,1,68,1
13382.0,1164.59,4,64,3
13383.0,305.28000000000003,1,179,0
13384.0,2528.9,4,26,2
13386.0,835.46,2,50,1
13387.0,181.84,1,53,1
13388.0,508.55,1,239,0
13392.0,91.14,1,313,0
13393.0,1131.45,4,219,0
13395.0,872.51,2,36,1
13397.0,1647.74,5,73,3
13398.0,213.0,1,84,1
13399.0,275.4,3,100,1
13400.0,310.83,1,218,0
13402.0,913.9000000000001,3,8,3
13403.0,154.5,2,23,1
13405.0,641.36,3,117,1
13406.0,568.92,2,63,1
13407.0,2244.7,3,214,3
13410.0,1198.9,4,29,3
13412.0,487.34999999999997,1,256,0
13413.0,429.44,6,275,0
13414.0,1103.64,3,99,3
13415.0,784.17,4,108,3
13416.0,228.3,1,372,0
13417.0,1028.66,4,183,3
13421.0,2225.04,6,42,2
13423.0,217.03,1,64,1
13424.0,572.77,1,85,1
13425.0,1766.22,2,144,3
13427.0,423.93,3,113,1
13428.0,276.76,2,150,1
13431.0,2047.14,6,42,2
13432.0,436.55,2,207,0
13433.0,658.3199999999999,4,137,3
13434.0,1132.6200000000001,3,21,3
13435.0,637.44,2,12,1
13438.0,46.5,1,183,0
13439.0,702.9,2,24,1
13440.0,1295.25,7,59,3
13441.0,424.26,1,67,1
13442.0,419.87,3,303,0
13443.0,1269.3700000000001,6,84,3
13444.0,619.08,2,10,1
13445.0,241.89999999999998,1,262,0
13450.0,2076.32,7,10,2
13452.0,139.8,1,108,1
13453.0,424.71,1,38,1
13454.0,219.87,1,277,0
13455.0,1847.59,5,2,3
13457.0,148.22,2,324,0
13458.0,2312.7,2,15,3
13459.0,1160.4099999999999,2,260,0
13461.0,2715.0,3,43,3
13462.0,1002.35,4,46,3
13464.0,2422.96,5,30,2
13465.0,931.12,2,82,1
13466.0,705.45,4,44,3
13469.0,82.4,1,289,0
13472.0,592.24,2,99,1
13473.0,2235.12,6,210,2
13474.0,419.75,2,79,1
13476.0,823.0,3,42,3
13477.0,1364.59,5,91,3
13478.0,2215.78,5,105,2
13479.0,550.42,2,88,1
13480.0,627.82,2,52,1
13481.0,2026.28,6,10,2
13482.0,151.45,1,263,0
13484.0,476.92,2,19,1
13485.0,2560.98,10,12,2
13487.0,271.47,2,141,1
13490.0,154.25,1,290,0
13495.0,3329.39,6,4,2
13497.0,972.28,5,4,3
13498.0,327.38,1,366,0
13500.0,299.53,1,37,1
13501.0,1544.79,2,122,3
13502.0,488.5,2,51,1
13503.0,1561.19,4,115,3
13506.0,1180.68,4,5,3
13508.0,176.07999999999998,1,278,0
13509.0,135.0,1,143,1
13510.0,2766.73,7,11,2
13511.0,282.76,1,312,0
13512.0,462.18,3,23,1
13513.0,619.49,2,77,1
13514.0,663.7,3,64,1
13515.0,374.7,2,85,1
13516.0,295.85,1,53,1
13519.0,220.46,1,78,1
13520.0,2685.05,6,7,2
13523.0,1136.64,2,2,3
13526.0,1182.0,2,374,0
13527.0,2298.93,5,54,2
13530.0,402.97999999999996,1,270,0
13531.0,1254.72,5,2,3
13534.0,1850.82,10,15,2
13535.0,89.5,1,38,1
13537.0,717.85,2,61,1
13538.0,1822.28,5,32,3
13539.0,938.02,4,56,3
13540.0,632.39,3,103,1
13541.0,785.25,2,63,1
13543.0,1439.6100000000001,2,270,0
13544.0,514.14,4,47,3
13545.0,364.93,2,26,1
13546.0,465.15,2,18,1
13547.0,164.53,1,44,1
13548.0,223.28,1,107,1
13549.0,87.6,1,23,1
13550.0,342.55,1,19,1
13551.0,152.39999999999998,1,302,0
13552.0,3208.85,10,64,2
13553.0,499.6,1,310,0
13554.0,1629.35,7,16,2
13556.0,200.82,2,65,1
13557.0,2448.2,11,51,2
13559.0,990.0,2,148,1
13561.0,1661.54,10,33,2
13562.0,3038.85,5,37,2
13565.0,174.57999999999998,1,47,1
13566.0,827.91,3,70,3
13567.0,1079.29,4,64,3
13569.0,497.74,3,3,1
13573.0,612.82,4,15,3
13574.0,404.45,1,47,1
13577.0,1796.68,7,18,2
13578.0,147.66,1,45,1
13579.0,1072.0,4,5,3
13580.0,107.75,1,42,1
13581.0,162.53,1,50,1
13582.0,241.68,2,25,1
13583.0,664.001,1,315,0
13584.0,243.3,2,134,1
13585.0,684.54,3,166,0
13586.0,127.28,1,177,0
13587.0,961.1,3,85,3
13589.0,741.09,4,85,3
13591.0,976.8100000000001,4,71,3
13593.0,3481.41,9,23,2
13594.0,136.35000000000002,1,121,1
13595.0,784.48,3,152,1
13597.0,396.71,2,36,1
13598.0,601.92,4,131,3
13600.0,298.9,1,270,0
13601.0,466.67,2,28,1
13602.0,596.28,3,17,1
13604.0,717.62,1,294,0
13605.0,522.67,2,23,1
13607.0,400.3,1,38,1
13608.0,232.05,1,176,0
13609.0,167.35,1,229,0
13610.0,1020.13,7,23,3
13611.0,2143.53,7,10,2
13612.0,818.29,1,268,0
13613.0,1039.8500000000001,5,88,3
13614.0,747.28,2,29,1
13616.0,283.85,2,204,0
13617.0,734.57,5,44,3
13619.0,223.44,2,180,0
13620.0,112.34,1,164,0
13622.0,658.95,1,332,0
13623.0,1805.32,5,16,3
13624.0,462.08,1,24,1
13625.0,301.26,1,232,0
13626.0,449.81,1,15,1
13627.0,607.43,2,124,1
13628.0,310.14,1,312,0
13632.0,1526.88,3,30,3
13634.0,3440.7200000000003,10,12,2
13635.0,1928.1299999999999,3,78,3
13639.0,312.93,1,72,1
13640.0,405.0,1,247,0
13641.0,942.37,4,276,0
13642.0,159.92,3,68,1
13643.0,1637.33,7,18,2
13646.0,326.25,2,35,1
13647.0,1393.56,4,130,3
13648.0,1759.07,8,36,2
13649.0,1304.88,5,2,3
13650.0,1451.66,4,10,3
13651.0,132.65,1,17,1
13652.0,1475.77,3,4,3
13653.0,152.2,1,123,1
13654.0,3600.67,5,16,2
13655.0,1347.54,4,10,3
13656.0,699.2,2,135,1
13658.0,3386.33,4,19,2
13659.0,3321.68,10,52,2
13660.0,306.64,1,36,1
13661.0,325.24,1,239,0
13662.0,1352.35,8,21,2
13663.0,1858.04,4,16,3
13665.0,1711.6599999999999,3,22,3
13666.0,42.4,2,56,1
13669.0,195.0,1,43,1
13671.0,172.6,1,30,1
13672.0,233.53000000000003,1,366,0
13674.0,240.68,1,68,1
13676.0,243.9,2,175,0
13677.0,551.24,2,40,1
13679.0,281.26,3,129,1
13683.0,258.6,1,93,1
13684.0,529.75,3,26,1
13686.0,337.04,2,16,1
13688.0,375.5,1,271,0
13689.0,349.5,1,80,1
13691.0,210.78,1,32,1
13692.0,1626.08,2,44,3
13693.0,2011.82,9,10,2
13695.0,266.6,1,213,0
13696.0,2020.4,3,57,3
13698.0,451.73,2,232,0
13699.0,455.57,1,186,0
13700.0,348.34,3,53,1
13701.0,161.0,1,82,1
13702.0,135.18,1,81,1
13703.0,326.06,1,51,1
13705.0,1323.47,5,9,3
13706.0,300.38,1,262,0
13707.0,2559.45,3,65,3
13709.0,1263.7,5,82,3
13710.0,329.04,2,59,1
13711.0,1540.2,7,42,2
13712.0,537.58,1,246,0
13713.0,740.76,3,44,1
13714.0,161.35,1,101,1
13717.0,318.29,2,93,1
13719.0,1740.42,6,29,2
13721.0,217.39999999999998,1,31,1
13722.0,3260.0,7,56,2
13723.0,994.23,5,28,3
13724.0,213.01,1,273,0
13727.0,740.6700000000001,6,247,0
13728.0,1839.03,10,23,2
13729.0,724.73,3,71,1
13733.0,487.03000000000003,2,46,1
13736.0,2022.67,5,61,3
13738.0,434.78000000000003,1,32,1
13739.0,75.3,1,163,0
13740.0,1232.02,4,51,3
13745.0,477.32,1,182,0
13746.0,176.69,1,49,1
13747.0,169.79999999999998,2,9,1
13748.0,1320.1,5,9,3
13750.0,1954.92,6,16,2
13752.0,404.45000000000005,1,163,0
13753.0,1353.31,3,234,0
13754.0,164.45000000000002,1,73,1
13757.0,195.55,1,310,0
13760.0,1076.85,3,40,3
13761.0,881.52,4,138,3
13762.0,2165.76,4,229,3
13763.0,3502.48,2,53,2
13764.0,1392.25,3,205,0
13765.0,352.821,1,289,0
13766.0,190.35,1,131,1
13768.0,875.97,2,362,0
13769.0,3003.9100000000003,11,3,2
13770.0,785.37,4,58,3
13771.0,3094.37,5,169,2
13772.0,1977.39,5,36,3
13773.0,301.54,2,32,1
13775.0,1049.66,1,226,0
13778.0,945.79,3,127,3
13779.0,161.13,1,151,1
13780.0,372.06,1,43,1
13781.0,650.99,2,228,0
13782.0,877.22,7,89,3
13783.0,1542.09,4,123,3
13784.0,447.44,3,70,1
13785.0,542.49,4,64,3
13786.0,3127.99,6,3,2
13787.0,913.46,4,94,3
13788.0,3.75,1,141,1
13789.0,239.45999999999998,1,24,1
13792.0,188.4,1,58,1
13793.0,96.0,1,282,0
13794.0,126.03,1,182,0
13795.0,836.3,4,24,3
13796.0,289.7,1,135,1
13797.0,1179.45,3,72,3
13799.0,2114.71,7,80,2
13800.0,1121.24,2,66,3
13803.0,1061.84,2,67,1
13804.0,572.73,2,71,1
